alpha3,scenario,year,fractionUrban
JOR,SSP1,2100,0.995
KAZ,SSP1,2025,0.645
KAZ,SSP1,2030,0.668
KAZ,SSP1,2050,0.741
KAZ,SSP1,2100,0.846
KEN,SSP1,2025,0.314
KEN,SSP1,2030,0.341
KEN,SSP1,2050,0.452
KEN,SSP1,2100,0.705
KIR,SSP1,2025,0.56
KIR,SSP1,2030,0.588
KIR,SSP1,2050,0.686
KIR,SSP1,2100,0.83
LAO,SSP1,2025,0.397
LAO,SSP1,2030,0.43
LAO,SSP1,2050,0.561
LAO,SSP1,2100,0.788
LVA,SSP1,2025,0.737
LVA,SSP1,2030,0.752
LVA,SSP1,2050,0.803
LVA,SSP1,2100,0.904
LBN,SSP1,2025,0.915
LBN,SSP1,2030,0.925
LBN,SSP1,2050,0.961
LBN,SSP1,2100,0.996
LSO,SSP1,2025,0.34
LSO,SSP1,2030,0.371
LSO,SSP1,2050,0.501
LSO,SSP1,2100,0.757
LBR,SSP1,2025,0.561
LBR,SSP1,2030,0.588
LBR,SSP1,2050,0.682
LBR,SSP1,2100,0.824
LBY,SSP1,2025,0.82
LBY,SSP1,2030,0.831
LBY,SSP1,2050,0.872
LBY,SSP1,2100,0.969
LTU,SSP1,2025,0.729
LTU,SSP1,2030,0.745
LTU,SSP1,2050,0.798
LTU,SSP1,2100,0.9
LUX,SSP1,2025,0.919
LUX,SSP1,2030,0.929
LUX,SSP1,2050,0.963
LUX,SSP1,2100,0.996
MDG,SSP1,2025,0.402
MDG,SSP1,2030,0.431
MDG,SSP1,2050,0.542
MDG,SSP1,2100,0.763
MWI,SSP1,2025,0.22
MWI,SSP1,2030,0.243
MWI,SSP1,2050,0.35
MWI,SSP1,2100,0.625
MYS,SSP1,2025,0.769
MYS,SSP1,2030,0.786
MYS,SSP1,2050,0.837
MYS,SSP1,2100,0.949
MDV,SSP1,2025,0.461
MDV,SSP1,2030,0.494
MDV,SSP1,2050,0.614
MDV,SSP1,2100,0.805
MLI,SSP1,2025,0.453
MLI,SSP1,2030,0.486
MLI,SSP1,2050,0.607
MLI,SSP1,2100,0.801
MLT,SSP1,2025,0.964
MLT,SSP1,2030,0.969
MLT,SSP1,2050,0.989
MLT,SSP1,2100,0.998
MHL,SSP1,2025,0.785
MHL,SSP1,2030,0.798
MHL,SSP1,2050,0.837
MHL,SSP1,2100,0.945
MRT,SSP1,2025,0.566
MRT,SSP1,2030,0.597
MRT,SSP1,2050,0.702
MRT,SSP1,2100,0.843
MUS,SSP1,2025,0.498
MUS,SSP1,2030,0.525
MUS,SSP1,2050,0.626
MUS,SSP1,2100,0.797
MEX,SSP1,2025,0.814
MEX,SSP1,2030,0.823
MEX,SSP1,2050,0.857
MEX,SSP1,2100,0.963
MDA,SSP1,2025,0.508
MDA,SSP1,2030,0.535
MDA,SSP1,2050,0.635
MDA,SSP1,2100,0.801
MNG,SSP1,2025,0.733
MNG,SSP1,2030,0.75
MNG,SSP1,2050,0.805
MNG,SSP1,2100,0.91
MNE,SSP1,2025,0.72
MNE,SSP1,2030,0.742
MNE,SSP1,2050,0.808
MNE,SSP1,2100,0.922
MAR,SSP1,2025,0.654
MAR,SSP1,2030,0.677
MAR,SSP1,2050,0.753
MAR,SSP1,2100,0.86
MOZ,SSP1,2025,0.417
MOZ,SSP1,2030,0.45
MOZ,SSP1,2050,0.578
MOZ,SSP1,2100,0.794
MMR,SSP1,2025,0.37
MMR,SSP1,2030,0.396
MMR,SSP1,2050,0.5
MMR,SSP1,2100,0.73
NAM,SSP1,2025,0.495
NAM,SSP1,2030,0.523
NAM,SSP1,2050,0.629
NAM,SSP1,2100,0.806
NPL,SSP1,2025,0.245
NPL,SSP1,2030,0.274
NPL,SSP1,2050,0.401
NPL,SSP1,2100,0.698
NLD,SSP1,2025,0.911
NLD,SSP1,2030,0.923
NLD,SSP1,2050,0.959
NLD,SSP1,2100,0.996
NCL,SSP1,2025,0.727
NCL,SSP1,2030,0.744
NCL,SSP1,2050,0.798
NCL,SSP1,2100,0.9
NZL,SSP1,2025,0.904
NZL,SSP1,2030,0.915
NZL,SSP1,2050,0.953
NZL,SSP1,2100,0.995
NIC,SSP1,2025,0.645
NIC,SSP1,2030,0.668
NIC,SSP1,2050,0.741
NIC,SSP1,2100,0.846
NER,SSP1,2025,0.228
NER,SSP1,2030,0.252
NER,SSP1,2050,0.354
NER,SSP1,2100,0.62
NGA,SSP1,2025,0.53
NGA,SSP1,2030,0.562
NGA,SSP1,2050,0.672
NGA,SSP1,2100,0.829
MKD,SSP1,2025,0.649
MKD,SSP1,2030,0.671
MKD,SSP1,2050,0.744
MKD,SSP1,2100,0.847
MNP,SSP1,2025,0.943
MNP,SSP1,2030,0.952
MNP,SSP1,2050,0.977
MNP,SSP1,2100,0.997
NOR,SSP1,2025,0.822
NOR,SSP1,2030,0.831
NOR,SSP1,2050,0.871
NOR,SSP1,2100,0.968
OMN,SSP1,2025,0.807
OMN,SSP1,2030,0.82
OMN,SSP1,2050,0.867
OMN,SSP1,2100,0.968
PAK,SSP1,2025,0.432
PAK,SSP1,2030,0.458
PAK,SSP1,2050,0.561
PAK,SSP1,2100,0.766
PLW,SSP1,2025,0.786
PLW,SSP1,2030,0.798
PLW,SSP1,2050,0.834
PLW,SSP1,2100,0.941
PAN,SSP1,2025,0.715
PAN,SSP1,2030,0.734
PAN,SSP1,2050,0.791
PAN,SSP1,2100,0.895
PNG,SSP1,2025,0.189
PNG,SSP1,2030,0.21
PNG,SSP1,2050,0.307
PNG,SSP1,2100,0.573
PRY,SSP1,2025,0.668
PRY,SSP1,2030,0.689
PRY,SSP1,2050,0.762
PRY,SSP1,2100,0.869
PER,SSP1,2025,0.805
PER,SSP1,2030,0.816
PER,SSP1,2050,0.849
PER,SSP1,2100,0.958
PHL,SSP1,2025,0.538
PHL,SSP1,2030,0.564
PHL,SSP1,2050,0.661
PHL,SSP1,2100,0.812
POL,SSP1,2025,0.683
POL,SSP1,2030,0.703
POL,SSP1,2050,0.767
POL,SSP1,2100,0.866
PRT,SSP1,2025,0.677
PRT,SSP1,2030,0.698
PRT,SSP1,2050,0.769
PRT,SSP1,2100,0.877
PRI,SSP1,2025,0.965
PRI,SSP1,2030,0.97
PRI,SSP1,2050,0.989
PRI,SSP1,2100,0.998
QAT,SSP1,2025,0.993
QAT,SSP1,2030,0.995
QAT,SSP1,2050,0.997
QAT,SSP1,2100,0.999
ROU,SSP1,2025,0.618
ROU,SSP1,2030,0.642
ROU,SSP1,2050,0.722
ROU,SSP1,2100,0.838
RUS,SSP1,2025,0.783
RUS,SSP1,2030,0.795
RUS,SSP1,2050,0.832
RUS,SSP1,2100,0.937
RWA,SSP1,2025,0.253
RWA,SSP1,2030,0.283
RWA,SSP1,2050,0.414
RWA,SSP1,2100,0.713
VCT,SSP1,2025,0.571
VCT,SSP1,2030,0.597
VCT,SSP1,2050,0.689
VCT,SSP1,2100,0.826
SMR,SSP1,2025,0.978
SMR,SSP1,2030,0.983
SMR,SSP1,2050,0.994
SMR,SSP1,2100,0.999
STP,SSP1,2025,0.721
STP,SSP1,2030,0.742
STP,SSP1,2050,0.809
STP,SSP1,2100,0.924
SAU,SSP1,2025,0.854
SAU,SSP1,2030,0.87
SAU,SSP1,2050,0.921
SAU,SSP1,2100,0.989
SEN,SSP1,2025,0.516
SEN,SSP1,2030,0.543
SEN,SSP1,2050,0.643
SEN,SSP1,2100,0.805
SYC,SSP1,2025,0.61
SYC,SSP1,2030,0.635
SYC,SSP1,2050,0.717
SYC,SSP1,2100,0.837
SLE,SSP1,2025,0.469
SLE,SSP1,2030,0.494
SLE,SSP1,2050,0.6
SLE,SSP1,2100,0.786
SVK,SSP1,2025,0.628
SVK,SSP1,2030,0.652
SVK,SSP1,2050,0.73
SVK,SSP1,2100,0.841
SVN,SSP1,2025,0.606
SVN,SSP1,2030,0.63
SVN,SSP1,2050,0.714
SVN,SSP1,2100,0.835
SLB,SSP1,2025,0.273
SLB,SSP1,2030,0.3
SLB,SSP1,2050,0.413
SLB,SSP1,2100,0.679
SOM,SSP1,2025,0.462
SOM,SSP1,2030,0.488
SOM,SSP1,2050,0.595
SOM,SSP1,2100,0.786
ZAF,SSP1,2025,0.689
ZAF,SSP1,2030,0.708
ZAF,SSP1,2050,0.771
ZAF,SSP1,2100,0.872
KOR,SSP1,2025,0.858
KOR,SSP1,2030,0.876
KOR,SSP1,2050,0.927
KOR,SSP1,2100,0.991
SSD,SSP1,2025,0.248
SSD,SSP1,2030,0.273
SSD,SSP1,2050,0.38
SSD,SSP1,2100,0.648
ESP,SSP1,2025,0.815
ESP,SSP1,2030,0.824
ESP,SSP1,2050,0.857
ESP,SSP1,2100,0.963
LKA,SSP1,2025,0.253
LKA,SSP1,2030,0.278
LKA,SSP1,2050,0.381
LKA,SSP1,2100,0.639
SDN,SSP1,2025,0.417
SDN,SSP1,2030,0.444
SDN,SSP1,2050,0.552
SDN,SSP1,2100,0.766
SUR,SSP1,2025,0.725
SUR,SSP1,2030,0.742
SUR,SSP1,2050,0.795
SUR,SSP1,2100,0.897
SWE,SSP1,2025,0.891
SWE,SSP1,2030,0.903
SWE,SSP1,2050,0.944
SWE,SSP1,2100,0.994
CHE,SSP1,2025,0.782
CHE,SSP1,2030,0.793
CHE,SSP1,2050,0.831
CHE,SSP1,2100,0.937
SYR,SSP1,2025,0.631
SYR,SSP1,2030,0.655
SYR,SSP1,2050,0.732
SYR,SSP1,2100,0.843
TZA,SSP1,2025,0.375
TZA,SSP1,2030,0.408
TZA,SSP1,2050,0.539
TZA,SSP1,2100,0.776
THA,SSP1,2025,0.519
THA,SSP1,2030,0.548
THA,SSP1,2050,0.654
THA,SSP1,2100,0.818
TLS,SSP1,2025,0.36
TLS,SSP1,2030,0.387
TLS,SSP1,2050,0.497
TLS,SSP1,2100,0.736
TGO,SSP1,2025,0.459
TGO,SSP1,2030,0.487
TGO,SSP1,2050,0.596
TGO,SSP1,2100,0.79
TON,SSP1,2025,0.314
TON,SSP1,2030,0.339
TON,SSP1,2050,0.444
TON,SSP1,2100,0.69
TTO,SSP1,2025,0.622
TTO,SSP1,2030,0.646
TTO,SSP1,2050,0.725
TTO,SSP1,2100,0.84
TUN,SSP1,2025,0.731
TUN,SSP1,2030,0.749
TUN,SSP1,2050,0.804
TUN,SSP1,2100,0.908
TUR,SSP1,2025,0.769
TUR,SSP1,2030,0.786
TUR,SSP1,2050,0.835
TUR,SSP1,2100,0.946
TKM,SSP1,2025,0.565
TKM,SSP1,2030,0.591
TKM,SSP1,2050,0.683
TKM,SSP1,2100,0.822
TCA,SSP1,2025,0.939
TCA,SSP1,2030,0.949
TCA,SSP1,2050,0.975
TCA,SSP1,2100,0.997
TUV,SSP1,2025,0.636
TUV,SSP1,2030,0.662
TUV,SSP1,2050,0.751
TUV,SSP1,2100,0.871
UGA,SSP1,2025,0.271
UGA,SSP1,2030,0.301
UGA,SSP1,2050,0.426
UGA,SSP1,2100,0.708
UKR,SSP1,2025,0.741
UKR,SSP1,2030,0.757
UKR,SSP1,2050,0.805
UKR,SSP1,2100,0.908
ARE,SSP1,2025,0.868
ARE,SSP1,2030,0.882
ARE,SSP1,2050,0.926
ARE,SSP1,2100,0.991
GBR,SSP1,2025,0.837
GBR,SSP1,2030,0.844
GBR,SSP1,2050,0.892
GBR,SSP1,2100,0.978
USA,SSP1,2025,0.834
USA,SSP1,2030,0.841
USA,SSP1,2050,0.888
USA,SSP1,2100,0.975
VIR,SSP1,2025,0.966
VIR,SSP1,2030,0.972
VIR,SSP1,2050,0.99
VIR,SSP1,2100,0.998
URY,SSP1,2025,0.965
URY,SSP1,2030,0.97
URY,SSP1,2050,0.99
URY,SSP1,2100,0.998
UZB,SSP1,2025,0.587
UZB,SSP1,2030,0.612
UZB,SSP1,2050,0.7
UZB,SSP1,2100,0.83
VUT,SSP1,2025,0.323
VUT,SSP1,2030,0.35
VUT,SSP1,2050,0.457
VUT,SSP1,2100,0.706
VEN,SSP1,2025,0.918
VEN,SSP1,2030,0.929
VEN,SSP1,2050,0.963
VEN,SSP1,2100,0.996
VNM,SSP1,2025,0.38
VNM,SSP1,2030,0.407
VNM,SSP1,2050,0.514
VNM,SSP1,2100,0.744
YEM,SSP1,2025,0.408
YEM,SSP1,2030,0.439
YEM,SSP1,2050,0.56
YEM,SSP1,2100,0.778
ZMB,SSP1,2025,0.472
ZMB,SSP1,2030,0.497
ZMB,SSP1,2050,0.6
ZMB,SSP1,2100,0.786
ZWE,SSP1,2025,0.419
ZWE,SSP1,2030,0.446
ZWE,SSP1,2050,0.553
ZWE,SSP1,2100,0.765
AFG,SSP2,2025,0.287
AFG,SSP2,2030,0.304
AFG,SSP2,2050,0.371
AFG,SSP2,2100,0.531
ALB,SSP2,2025,0.563
ALB,SSP2,2030,0.579
ALB,SSP2,2050,0.636
ALB,SSP2,2100,0.743
DZA,SSP2,2025,0.721
DZA,SSP2,2030,0.734
DZA,SSP2,2050,0.773
DZA,SSP2,2100,0.828
ASM,SSP2,2025,0.903
ASM,SSP2,2030,0.91
ASM,SSP2,2050,0.938
ASM,SSP2,2100,0.981
AND,SSP2,2025,0.908
AND,SSP2,2030,0.914
AND,SSP2,2050,0.942
AND,SSP2,2100,0.982
AGO,SSP2,2025,0.667
AGO,SSP2,2030,0.686
AGO,SSP2,2050,0.75
AGO,SSP2,2100,0.829
ARG,SSP2,2025,0.93
ARG,SSP2,2030,0.937
ARG,SSP2,2050,0.959
ARG,SSP2,2100,0.989
ARM,SSP2,2025,0.675
ARM,SSP2,2030,0.686
ARM,SSP2,2050,0.727
ARM,SSP2,2100,0.799
AUS,SSP2,2025,0.874
AUS,SSP2,2030,0.881
AUS,SSP2,2050,0.906
AUS,SSP2,2100,0.965
AZE,SSP2,2025,0.576
AZE,SSP2,2030,0.591
AZE,SSP2,2050,0.647
AZE,SSP2,2100,0.749
BHS,SSP2,2025,0.84
BHS,SSP2,2030,0.844
BHS,SSP2,2050,0.871
BHS,SSP2,2100,0.936
BHR,SSP2,2025,0.905
BHR,SSP2,2030,0.91
BHR,SSP2,2050,0.938
BHR,SSP2,2100,0.981
BGD,SSP2,2025,0.374
BGD,SSP2,2030,0.398
BGD,SSP2,2050,0.484
BGD,SSP2,2100,0.649
BLR,SSP2,2025,0.781
BLR,SSP2,2030,0.79
BLR,SSP2,2050,0.817
BLR,SSP2,2100,0.868
BEL,SSP2,2025,0.985
BEL,SSP2,2030,0.987
BEL,SSP2,2050,0.992
BEL,SSP2,2100,0.998
BEN,SSP2,2025,0.496
BEN,SSP2,2030,0.516
BEN,SSP2,2050,0.585
BEN,SSP2,2100,0.713
BTN,SSP2,2025,0.426
BTN,SSP2,2030,0.451
BTN,SSP2,2050,0.55
BTN,SSP2,2100,0.729
BOL,SSP2,2025,0.71
BOL,SSP2,2030,0.722
BOL,SSP2,2050,0.759
BOL,SSP2,2100,0.819
BIH,SSP2,2025,0.504
BIH,SSP2,2030,0.52
BIH,SSP2,2050,0.576
BIH,SSP2,2100,0.704
BWA,SSP2,2025,0.686
BWA,SSP2,2030,0.706
BWA,SSP2,2050,0.77
BWA,SSP2,2100,0.848
BRA,SSP2,2025,0.865
BRA,SSP2,2030,0.874
BRA,SSP2,2050,0.905
BRA,SSP2,2100,0.965
VGB,SSP2,2025,0.517
VGB,SSP2,2030,0.539
VGB,SSP2,2050,0.606
VGB,SSP2,2100,0.727
BRN,SSP2,2025,0.773
BRN,SSP2,2030,0.78
BRN,SSP2,2050,0.803
BRN,SSP2,2100,0.848
BGR,SSP2,2025,0.751
BGR,SSP2,2030,0.759
BGR,SSP2,2050,0.787
BGR,SSP2,2100,0.837
BFA,SSP2,2025,0.315
BFA,SSP2,2030,0.339
BFA,SSP2,2050,0.432
BFA,SSP2,2100,0.612
BDI,SSP2,2025,0.148
BDI,SSP2,2030,0.163
BDI,SSP2,2050,0.231
BDI,SSP2,2100,0.411
CPV,SSP2,2025,0.681
CPV,SSP2,2030,0.699
CPV,SSP2,2050,0.757
CPV,SSP2,2100,0.831
KHM,SSP2,2025,0.245
KHM,SSP2,2030,0.261
KHM,SSP2,2050,0.327
KHM,SSP2,2100,0.491
CMR,SSP2,2025,0.58
CMR,SSP2,2030,0.6
CMR,SSP2,2050,0.666
CMR,SSP2,2100,0.765
CAN,SSP2,2025,0.823
CAN,SSP2,2030,0.828
CAN,SSP2,2050,0.844
CAN,SSP2,2100,0.908
CAF,SSP2,2025,0.438
CAF,SSP2,2030,0.455
CAF,SSP2,2050,0.516
CAF,SSP2,2100,0.657
TCD,SSP2,2025,0.268
TCD,SSP2,2030,0.285
TCD,SSP2,2050,0.351
TCD,SSP2,2100,0.513
CHL,SSP2,2025,0.893
CHL,SSP2,2030,0.899
CHL,SSP2,2050,0.924
CHL,SSP2,2100,0.975
CHN,SSP2,2025,0.558
CHN,SSP2,2030,0.581
CHN,SSP2,2050,0.665
CHN,SSP2,2100,0.776
COL,SSP2,2025,0.803
COL,SSP2,2030,0.809
COL,SSP2,2050,0.828
COL,SSP2,2100,0.885
COM,SSP2,2025,0.333
COM,SSP2,2030,0.349
COM,SSP2,2050,0.417
COM,SSP2,2100,0.569
COG,SSP2,2025,0.676
COG,SSP2,2030,0.687
COG,SSP2,2050,0.728
COG,SSP2,2100,0.8
CRI,SSP2,2025,0.755
CRI,SSP2,2030,0.768
CRI,SSP2,2050,0.805
CRI,SSP2,2100,0.859
HRV,SSP2,2025,0.596
HRV,SSP2,2030,0.609
HRV,SSP2,2050,0.664
HRV,SSP2,2100,0.76
CUB,SSP2,2025,0.786
CUB,SSP2,2030,0.792
CUB,SSP2,2050,0.814
CUB,SSP2,2100,0.862
CUW,SSP2,2025,0.923
CUW,SSP2,2030,0.929
CUW,SSP2,2050,0.954
CUW,SSP2,2100,0.987
CYP,SSP2,2025,0.716
CYP,SSP2,2030,0.726
CYP,SSP2,2050,0.759
CYP,SSP2,2100,0.819
CZE,SSP2,2025,0.76
CZE,SSP2,2030,0.767
CZE,SSP2,2050,0.793
CZE,SSP2,2100,0.842
CIV,SSP2,2025,0.524
CIV,SSP2,2030,0.539
CIV,SSP2,2050,0.595
CIV,SSP2,2100,0.718
COD,SSP2,2025,0.447
COD,SSP2,2030,0.463
COD,SSP2,2050,0.524
COD,SSP2,2100,0.663
DNK,SSP2,2025,0.889
DNK,SSP2,2030,0.896
DNK,SSP2,2050,0.92
DNK,SSP2,2100,0.973
DJI,SSP2,2025,0.79
DJI,SSP2,2030,0.795
DJI,SSP2,2050,0.817
DJI,SSP2,2100,0.866
DMA,SSP2,2025,0.724
DMA,SSP2,2030,0.735
DMA,SSP2,2050,0.769
DMA,SSP2,2100,0.825
DOM,SSP2,2025,0.77
DOM,SSP2,2030,0.781
DOM,SSP2,2050,0.814
DOM,SSP2,2100,0.869
ECU,SSP2,2025,0.671
ECU,SSP2,2030,0.682
ECU,SSP2,2050,0.724
ECU,SSP2,2100,0.797
EGY,SSP2,2025,0.481
EGY,SSP2,2030,0.496
EGY,SSP2,2050,0.555
EGY,SSP2,2100,0.688
SLV,SSP2,2025,0.698
SLV,SSP2,2030,0.711
SLV,SSP2,2050,0.751
SLV,SSP2,2100,0.814
GNQ,SSP2,2025,0.707
GNQ,SSP2,2030,0.723
GNQ,SSP2,2050,0.776
GNQ,SSP2,2100,0.841
ERI,SSP2,2025,0.423
ERI,SSP2,2030,0.446
ERI,SSP2,2050,0.53
ERI,SSP2,2100,0.678
EST,SSP2,2025,0.716
EST,SSP2,2030,0.726
EST,SSP2,2050,0.759
EST,SSP2,2100,0.819
SWZ,SSP2,2025,0.275
SWZ,SSP2,2030,0.292
SWZ,SSP2,2050,0.359
SWZ,SSP2,2100,0.52
ETH,SSP2,2025,0.211
ETH,SSP2,2030,0.225
ETH,SSP2,2050,0.288
ETH,SSP2,2100,0.455
FRO,SSP2,2025,0.458
FRO,SSP2,2030,0.474
FRO,SSP2,2050,0.535
FRO,SSP2,2100,0.672
FJI,SSP2,2025,0.563
FJI,SSP2,2030,0.577
FJI,SSP2,2050,0.633
FJI,SSP2,2100,0.741
FIN,SSP2,2025,0.852
FIN,SSP2,2030,0.86
FIN,SSP2,2050,0.889
FIN,SSP2,2100,0.952
FRA,SSP2,2025,0.799
FRA,SSP2,2030,0.805
FRA,SSP2,2050,0.824
FRA,SSP2,2100,0.878
PYF,SSP2,2025,0.643
PYF,SSP2,2030,0.656
PYF,SSP2,2050,0.701
PYF,SSP2,2100,0.784
GAB,SSP2,2025,0.892
GAB,SSP2,2030,0.902
GAB,SSP2,2050,0.935
GAB,SSP2,2100,0.98
GMB,SSP2,2025,0.626
GMB,SSP2,2030,0.648
GMB,SSP2,2050,0.717
GMB,SSP2,2100,0.804
GEO,SSP2,2025,0.597
GEO,SSP2,2030,0.611
GEO,SSP2,2050,0.666
GEO,SSP2,2100,0.761
DEU,SSP2,2025,0.788
DEU,SSP2,2030,0.794
DEU,SSP2,2050,0.816
DEU,SSP2,2100,0.865
GHA,SSP2,2025,0.558
GHA,SSP2,2030,0.574
GHA,SSP2,2050,0.633
GHA,SSP2,2100,0.741
GRC,SSP2,2025,0.782
GRC,SSP2,2030,0.788
GRC,SSP2,2050,0.81
GRC,SSP2,2100,0.856
GRL,SSP2,2025,0.859
GRL,SSP2,2030,0.867
GRL,SSP2,2050,0.895
GRL,SSP2,2100,0.956
GRD,SSP2,2025,0.414
GRD,SSP2,2030,0.43
GRD,SSP2,2050,0.493
GRD,SSP2,2100,0.636
GUM,SSP2,2025,0.957
GUM,SSP2,2030,0.962
GUM,SSP2,2050,0.976
GUM,SSP2,2100,0.994
GTM,SSP2,2025,0.53
GTM,SSP2,2030,0.545
GTM,SSP2,2050,0.601
GTM,SSP2,2100,0.722
GIN,SSP2,2025,0.391
GIN,SSP2,2030,0.409
GIN,SSP2,2050,0.476
GIN,SSP2,2100,0.621
GNB,SSP2,2025,0.467
GNB,SSP2,2030,0.488
GNB,SSP2,2050,0.56
GNB,SSP2,2100,0.695
HTI,SSP2,2025,0.541
HTI,SSP2,2030,0.563
HTI,SSP2,2050,0.64
HTI,SSP2,2100,0.754
HND,SSP2,2025,0.567
HND,SSP2,2030,0.583
HND,SSP2,2050,0.64
HND,SSP2,2100,0.746
HUN,SSP2,2025,0.719
HUN,SSP2,2030,0.727
HUN,SSP2,2050,0.76
HUN,SSP2,2100,0.82
ISL,SSP2,2025,0.954
ISL,SSP2,2030,0.958
ISL,SSP2,2050,0.974
ISL,SSP2,2100,0.993
IND,SSP2,2025,0.359
IND,SSP2,2030,0.376
IND,SSP2,2050,0.442
IND,SSP2,2100,0.591
IDN,SSP2,2025,0.57
IDN,SSP2,2030,0.593
IDN,SSP2,2050,0.675
IDN,SSP2,2100,0.78
IRN,SSP2,2025,0.747
IRN,SSP2,2030,0.758
IRN,SSP2,2050,0.792
IRN,SSP2,2100,0.841
IRQ,SSP2,2025,0.723
IRQ,SSP2,2030,0.731
IRQ,SSP2,2050,0.764
IRQ,SSP2,2100,0.822
IRL,SSP2,2025,0.659
IRL,SSP2,2030,0.671
IRL,SSP2,2050,0.714
IRL,SSP2,2100,0.791
ISR,SSP2,2025,0.941
ISR,SSP2,2030,0.948
ISR,SSP2,2050,0.966
ISR,SSP2,2100,0.991
ITA,SSP2,2025,0.716
ITA,SSP2,2030,0.726
ITA,SSP2,2050,0.759
ITA,SSP2,2100,0.819
JAM,SSP2,2025,0.581
JAM,SSP2,2030,0.595
JAM,SSP2,2050,0.651
JAM,SSP2,2100,0.752
JPN,SSP2,2025,0.925
JPN,SSP2,2030,0.932
JPN,SSP2,2050,0.956
JPN,SSP2,2100,0.988
JOR,SSP2,2025,0.881
JOR,SSP2,2030,0.89
JOR,SSP2,2050,0.921
JOR,SSP2,2100,0.973
KAZ,SSP2,2025,0.612
KAZ,SSP2,2030,0.626
KAZ,SSP2,2050,0.678
KAZ,SSP2,2100,0.77
KEN,SSP2,2025,0.285
KEN,SSP2,2030,0.301
KEN,SSP2,2050,0.368
KEN,SSP2,2100,0.528
KIR,SSP2,2025,0.527
KIR,SSP2,2030,0.544
KIR,SSP2,2050,0.606
KIR,SSP2,2100,0.725
LAO,SSP2,2025,0.371
LAO,SSP2,2030,0.395
LAO,SSP2,2050,0.48
LAO,SSP2,2100,0.645
LVA,SSP2,2025,0.713
LVA,SSP2,2030,0.723
LVA,SSP2,2050,0.756
LVA,SSP2,2100,0.817
LBN,SSP2,2025,0.901
LBN,SSP2,2030,0.909
LBN,SSP2,2050,0.938
LBN,SSP2,2100,0.981
LSO,SSP2,2025,0.313
LSO,SSP2,2030,0.336
LSO,SSP2,2050,0.421
LSO,SSP2,2100,0.592
LBR,SSP2,2025,0.528
LBR,SSP2,2030,0.542
LBR,SSP2,2050,0.598
LBR,SSP2,2100,0.72
LBY,SSP2,2025,0.806
LBY,SSP2,2030,0.813
LBY,SSP2,2050,0.833
LBY,SSP2,2100,0.893
LTU,SSP2,2025,0.704
LTU,SSP2,2030,0.714
LTU,SSP2,2050,0.749
LTU,SSP2,2100,0.813
LUX,SSP2,2025,0.907
LUX,SSP2,2030,0.914
LUX,SSP2,2050,0.942
LUX,SSP2,2100,0.982
MDG,SSP2,2025,0.373
MDG,SSP2,2030,0.392
MDG,SSP2,2050,0.463
MDG,SSP2,2100,0.612
MWI,SSP2,2025,0.198
MWI,SSP2,2030,0.214
MWI,SSP2,2050,0.278
MWI,SSP2,2100,0.444
MYS,SSP2,2025,0.751
MYS,SSP2,2030,0.764
MYS,SSP2,2050,0.804
MYS,SSP2,2100,0.858
MDV,SSP2,2025,0.432
MDV,SSP2,2030,0.453
MDV,SSP2,2050,0.527
MDV,SSP2,2100,0.672
MLI,SSP2,2025,0.423
MLI,SSP2,2030,0.443
MLI,SSP2,2050,0.516
MLI,SSP2,2100,0.665
MLT,SSP2,2025,0.957
MLT,SSP2,2030,0.962
MLT,SSP2,2050,0.976
MLT,SSP2,2100,0.994
MHL,SSP2,2025,0.764
MHL,SSP2,2030,0.772
MHL,SSP2,2050,0.798
MHL,SSP2,2100,0.844
MRT,SSP2,2025,0.533
MRT,SSP2,2030,0.556
MRT,SSP2,2050,0.633
MRT,SSP2,2100,0.75
MUS,SSP2,2025,0.468
MUS,SSP2,2030,0.483
MUS,SSP2,2050,0.544
MUS,SSP2,2100,0.679
MEX,SSP2,2025,0.799
MEX,SSP2,2030,0.805
MEX,SSP2,2050,0.825
MEX,SSP2,2100,0.878
MDA,SSP2,2025,0.477
MDA,SSP2,2030,0.493
MDA,SSP2,2050,0.552
MDA,SSP2,2100,0.685
MNG,SSP2,2025,0.71
MNG,SSP2,2030,0.722
MNG,SSP2,2050,0.757
MNG,SSP2,2100,0.818
MNE,SSP2,2025,0.701
MNE,SSP2,2030,0.717
MNE,SSP2,2050,0.766
MNE,SSP2,2100,0.829
MAR,SSP2,2025,0.624
MAR,SSP2,2030,0.638
MAR,SSP2,2050,0.687
MAR,SSP2,2100,0.775
MOZ,SSP2,2025,0.39
MOZ,SSP2,2030,0.413
MOZ,SSP2,2050,0.494
MOZ,SSP2,2100,0.652
MMR,SSP2,2025,0.34
MMR,SSP2,2030,0.357
MMR,SSP2,2050,0.425
MMR,SSP2,2100,0.575
NAM,SSP2,2025,0.464
NAM,SSP2,2030,0.481
NAM,SSP2,2050,0.549
NAM,SSP2,2100,0.685
NPL,SSP2,2025,0.228
NPL,SSP2,2030,0.249
NPL,SSP2,2050,0.336
NPL,SSP2,2100,0.53
NLD,SSP2,2025,0.895
NLD,SSP2,2030,0.903
NLD,SSP2,2050,0.932
NLD,SSP2,2100,0.979
NCL,SSP2,2025,0.702
NCL,SSP2,2030,0.712
NCL,SSP2,2050,0.747
NCL,SSP2,2100,0.812
NZL,SSP2,2025,0.885
NZL,SSP2,2030,0.892
